Initializing Moontide Kernel (Lua-Config Mode)...

[Kernel] Hot-swapping GRAPH TOPOLOGY (Lua)...
[Orchestrator] Registered Wire: ai.layers (28 bytes, Buffered: false)
[Orchestrator] Registered Wire: ai.brain (68 bytes, Buffered: false)
[Orchestrator] Registered Wire: ai.stats (16 bytes, Buffered: false)
[ExtensionManager] Loaded Runtime: luajit (from ./ext/)
[Orchestrator] Task Graph: 1 parallel levels.
[Node ai.trainer] Hot-reloading script: examples/mlp/trainer.lua
[INFO ] [ai.trainer] MLP Brain Initialized
[Monitor AI] Epoch:     +1 | Input: (1, 1) | Target: 0 | Pred: 0.27 | Loss: 0.07477 | Init: 1.0
[Monitor AI] Epoch:   +210 | Input: (1, 1) | Target: 0 | Pred: 0.37 | Loss: 0.13695 | Init: 1.0
[Monitor AI] Epoch:   +211 | Input: (1, 0) | Target: 1 | Pred: 0.35 | Loss: 0.42196 | Init: 1.0
[Monitor AI] Epoch:   +212 | Input: (0, 1) | Target: 1 | Pred: 0.41 | Loss: 0.35325 | Init: 1.0
[Monitor AI] Epoch:   +213 | Input: (0, 0) | Target: 0 | Pred: 0.45 | Loss: 0.20336 | Init: 1.0
[Monitor AI] Epoch:   +214 | Input: (0, 0) | Target: 0 | Pred: 0.42 | Loss: 0.17836 | Init: 1.0
[Monitor AI] Epoch:   +215 | Input: (0, 0) | Target: 0 | Pred: 0.40 | Loss: 0.15703 | Init: 1.0
[Monitor AI] Epoch:   +216 | Input: (1, 1) | Target: 0 | Pred: 0.35 | Loss: 0.11957 | Init: 1.0
[Monitor AI] Epoch:   +217 | Input: (0, 0) | Target: 0 | Pred: 0.35 | Loss: 0.12408 | Init: 1.0
[Monitor AI] Epoch:   +218 | Input: (0, 1) | Target: 1 | Pred: 0.33 | Loss: 0.45317 | Init: 1.0
[Monitor AI] Epoch:   +219 | Input: (0, 0) | Target: 0 | Pred: 0.37 | Loss: 0.13553 | Init: 1.0
[Monitor AI] Epoch:   +220 | Input: (1, 0) | Target: 1 | Pred: 0.32 | Loss: 0.45893 | Init: 1.0
[Monitor AI] Epoch:   +221 | Input: (0, 1) | Target: 1 | Pred: 0.38 | Loss: 0.38225 | Init: 1.0
[Monitor AI] Epoch:   +222 | Input: (1, 0) | Target: 1 | Pred: 0.41 | Loss: 0.35336 | Init: 1.0
[Monitor AI] Epoch:   +223 | Input: (1, 0) | Target: 1 | Pred: 0.45 | Loss: 0.30127 | Init: 1.0
[Monitor AI] Epoch:   +224 | Input: (0, 1) | Target: 1 | Pred: 0.50 | Loss: 0.25318 | Init: 1.0
[Monitor AI] Epoch:   +225 | Input: (1, 0) | Target: 1 | Pred: 0.53 | Loss: 0.22104 | Init: 1.0
[Monitor AI] Epoch:   +226 | Input: (1, 0) | Target: 1 | Pred: 0.57 | Loss: 0.18746 | Init: 1.0
[Monitor AI] Epoch:   +227 | Input: (0, 0) | Target: 0 | Pred: 0.60 | Loss: 0.35612 | Init: 1.0
[Monitor AI] Epoch:   +228 | Input: (1, 0) | Target: 1 | Pred: 0.56 | Loss: 0.19321 | Init: 1.0
[Monitor AI] Epoch:   +229 | Input: (0, 0) | Target: 0 | Pred: 0.59 | Loss: 0.34881 | Init: 1.0
[Monitor AI] Epoch:   +230 | Input: (1, 0) | Target: 1 | Pred: 0.55 | Loss: 0.19832 | Init: 1.0
[Monitor AI] Epoch:   +231 | Input: (1, 1) | Target: 0 | Pred: 0.58 | Loss: 0.33976 | Init: 1.0
[Monitor AI] Epoch:   +232 | Input: (0, 0) | Target: 0 | Pred: 0.55 | Loss: 0.29866 | Init: 1.0
[Monitor AI] Epoch:   +233 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24266 | Init: 1.0
[Monitor AI] Epoch:   +234 | Input: (0, 0) | Target: 0 | Pred: 0.55 | Loss: 0.29857 | Init: 1.0
[Monitor AI] Epoch:   +235 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24164 | Init: 1.0
[Monitor AI] Epoch:   +236 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.29201 | Init: 1.0
[Monitor AI] Epoch:   +237 | Input: (0, 1) | Target: 1 | Pred: 0.50 | Loss: 0.24912 | Init: 1.0
[Monitor AI] Epoch:   +238 | Input: (0, 0) | Target: 0 | Pred: 0.54 | Loss: 0.29244 | Init: 1.0
[Monitor AI] Epoch:   +239 | Input: (0, 1) | Target: 1 | Pred: 0.50 | Loss: 0.25037 | Init: 1.0
[Monitor AI] Epoch:   +240 | Input: (1, 0) | Target: 1 | Pred: 0.54 | Loss: 0.21414 | Init: 1.0
[Monitor AI] Epoch:   +241 | Input: (1, 0) | Target: 1 | Pred: 0.57 | Loss: 0.18177 | Init: 1.0
[Monitor AI] Epoch:   +242 | Input: (0, 0) | Target: 0 | Pred: 0.60 | Loss: 0.35863 | Init: 1.0
[Monitor AI] Epoch:   +243 | Input: (0, 1) | Target: 1 | Pred: 0.56 | Loss: 0.19640 | Init: 1.0
[Monitor AI] Epoch:   +244 | Input: (1, 0) | Target: 1 | Pred: 0.60 | Loss: 0.16329 | Init: 1.0
[Monitor AI] Epoch:   +245 | Input: (0, 0) | Target: 0 | Pred: 0.62 | Loss: 0.37966 | Init: 1.0
[Monitor AI] Epoch:   +246 | Input: (0, 1) | Target: 1 | Pred: 0.58 | Loss: 0.18042 | Init: 1.0
[Monitor AI] Epoch:   +247 | Input: (0, 1) | Target: 1 | Pred: 0.60 | Loss: 0.15871 | Init: 1.0
[Monitor AI] Epoch:   +248 | Input: (0, 0) | Target: 0 | Pred: 0.63 | Loss: 0.39473 | Init: 1.0
[Monitor AI] Epoch:   +249 | Input: (0, 1) | Target: 1 | Pred: 0.59 | Loss: 0.16821 | Init: 1.0
[Monitor AI] Epoch:   +250 | Input: (0, 1) | Target: 1 | Pred: 0.61 | Loss: 0.14839 | Init: 1.0
[Monitor AI] Epoch:   +251 | Input: (1, 0) | Target: 1 | Pred: 0.65 | Loss: 0.12339 | Init: 1.0
[Monitor AI] Epoch:   +252 | Input: (1, 0) | Target: 1 | Pred: 0.67 | Loss: 0.10782 | Init: 1.0
[Monitor AI] Epoch:   +253 | Input: (1, 0) | Target: 1 | Pred: 0.69 | Loss: 0.09505 | Init: 1.0
[Monitor AI] Epoch:   +254 | Input: (0, 1) | Target: 1 | Pred: 0.69 | Loss: 0.09547 | Init: 1.0
[Monitor AI] Epoch:   +255 | Input: (0, 1) | Target: 1 | Pred: 0.71 | Loss: 0.08669 | Init: 1.0
[Monitor AI] Epoch:   +256 | Input: (0, 1) | Target: 1 | Pred: 0.72 | Loss: 0.07912 | Init: 1.0
[Monitor AI] Epoch:   +257 | Input: (0, 0) | Target: 0 | Pred: 0.73 | Loss: 0.53457 | Init: 1.0
[Monitor AI] Epoch:   +258 | Input: (0, 1) | Target: 1 | Pred: 0.70 | Loss: 0.08944 | Init: 1.0
[Monitor AI] Epoch:   +259 | Input: (1, 1) | Target: 0 | Pred: 0.73 | Loss: 0.53340 | Init: 1.0
[Monitor AI] Epoch:   +260 | Input: (0, 0) | Target: 0 | Pred: 0.68 | Loss: 0.46303 | Init: 1.0
[Monitor AI] Epoch:   +261 | Input: (0, 0) | Target: 0 | Pred: 0.65 | Loss: 0.41771 | Init: 1.0
[Monitor AI] Epoch:   +262 | Input: (1, 0) | Target: 1 | Pred: 0.62 | Loss: 0.14460 | Init: 1.0
[Monitor AI] Epoch:   +263 | Input: (1, 0) | Target: 1 | Pred: 0.65 | Loss: 0.12508 | Init: 1.0
[Monitor AI] Epoch:   +264 | Input: (0, 0) | Target: 0 | Pred: 0.66 | Loss: 0.42969 | Init: 1.0
[Monitor AI] Epoch:   +265 | Input: (1, 1) | Target: 0 | Pred: 0.63 | Loss: 0.39799 | Init: 1.0
[Monitor AI] Epoch:   +266 | Input: (1, 1) | Target: 0 | Pred: 0.59 | Loss: 0.34425 | Init: 1.0
[Monitor AI] Epoch:   +267 | Input: (0, 0) | Target: 0 | Pred: 0.54 | Loss: 0.29394 | Init: 1.0
[Monitor AI] Epoch:   +268 | Input: (0, 1) | Target: 1 | Pred: 0.51 | Loss: 0.24338 | Init: 1.0
[Monitor AI] Epoch:   +269 | Input: (0, 1) | Target: 1 | Pred: 0.54 | Loss: 0.21234 | Init: 1.0
[Monitor AI] Epoch:   +270 | Input: (0, 1) | Target: 1 | Pred: 0.57 | Loss: 0.18575 | Init: 1.0
[Monitor AI] Epoch:   +271 | Input: (1, 0) | Target: 1 | Pred: 0.60 | Loss: 0.15970 | Init: 1.0
[Monitor AI] Epoch:   +272 | Input: (1, 1) | Target: 0 | Pred: 0.63 | Loss: 0.39676 | Init: 1.0
[Monitor AI] Epoch:   +273 | Input: (0, 0) | Target: 0 | Pred: 0.58 | Loss: 0.33711 | Init: 1.0
[Monitor AI] Epoch:   +274 | Input: (1, 1) | Target: 0 | Pred: 0.55 | Loss: 0.29927 | Init: 1.0
[Monitor AI] Epoch:   +275 | Input: (1, 0) | Target: 1 | Pred: 0.50 | Loss: 0.24616 | Init: 1.0
[Monitor AI] Epoch:   +276 | Input: (0, 1) | Target: 1 | Pred: 0.54 | Loss: 0.20983 | Init: 1.0
[Monitor AI] Epoch:   +277 | Input: (0, 0) | Target: 0 | Pred: 0.57 | Loss: 0.32579 | Init: 1.0
[Monitor AI] Epoch:   +278 | Input: (0, 1) | Target: 1 | Pred: 0.54 | Loss: 0.21501 | Init: 1.0
[Monitor AI] Epoch:   +279 | Input: (1, 1) | Target: 0 | Pred: 0.57 | Loss: 0.32380 | Init: 1.0
[Monitor AI] Epoch:   +280 | Input: (1, 0) | Target: 1 | Pred: 0.52 | Loss: 0.22644 | Init: 1.0
[Monitor AI] Epoch:   +281 | Input: (0, 0) | Target: 0 | Pred: 0.56 | Loss: 0.31256 | Init: 1.0
[Monitor AI] Epoch:   +282 | Input: (0, 1) | Target: 1 | Pred: 0.52 | Loss: 0.22574 | Init: 1.0
[Monitor AI] Epoch:   +283 | Input: (0, 1) | Target: 1 | Pred: 0.56 | Loss: 0.19714 | Init: 1.0
[Monitor AI] Epoch:   +284 | Input: (0, 1) | Target: 1 | Pred: 0.58 | Loss: 0.17279 | Init: 1.0
[Monitor AI] Epoch:   +285 | Input: (0, 0) | Target: 0 | Pred: 0.61 | Loss: 0.36701 | Init: 1.0
[Monitor AI] Epoch:   +286 | Input: (0, 0) | Target: 0 | Pred: 0.57 | Loss: 0.32427 | Init: 1.0
[Monitor AI] Epoch:   +287 | Input: (0, 1) | Target: 1 | Pred: 0.54 | Loss: 0.21237 | Init: 1.0
[Monitor AI] Epoch:   +288 | Input: (0, 1) | Target: 1 | Pred: 0.57 | Loss: 0.18574 | Init: 1.0
[Monitor AI] Epoch:   +289 | Input: (1, 1) | Target: 0 | Pred: 0.60 | Loss: 0.36022 | Init: 1.0
[Monitor AI] Epoch:   +290 | Input: (0, 1) | Target: 1 | Pred: 0.56 | Loss: 0.19716 | Init: 1.0
[Monitor AI] Epoch:   +291 | Input: (0, 1) | Target: 1 | Pred: 0.58 | Loss: 0.17281 | Init: 1.0
[Monitor AI] Epoch:   +292 | Input: (1, 1) | Target: 0 | Pred: 0.61 | Loss: 0.37689 | Init: 1.0
[Monitor AI] Epoch:   +293 | Input: (1, 1) | Target: 0 | Pred: 0.57 | Loss: 0.32415 | Init: 1.0
[Monitor AI] Epoch:   +294 | Input: (1, 0) | Target: 1 | Pred: 0.52 | Loss: 0.23087 | Init: 1.0
[Monitor AI] Epoch:   +295 | Input: (0, 0) | Target: 0 | Pred: 0.56 | Loss: 0.31126 | Init: 1.0
[Monitor AI] Epoch:   +296 | Input: (1, 1) | Target: 0 | Pred: 0.52 | Loss: 0.27515 | Init: 1.0
[Monitor AI] Epoch:   +297 | Input: (1, 0) | Target: 1 | Pred: 0.48 | Loss: 0.27291 | Init: 1.0
[Monitor AI] Epoch:   +298 | Input: (1, 0) | Target: 1 | Pred: 0.52 | Loss: 0.23051 | Init: 1.0
[Monitor AI] Epoch:   +299 | Input: (0, 1) | Target: 1 | Pred: 0.56 | Loss: 0.19280 | Init: 1.0
[Monitor AI] Epoch:   +300 | Input: (0, 0) | Target: 0 | Pred: 0.58 | Loss: 0.34130 | Init: 1.0
[Monitor AI] Epoch:   +301 | Input: (1, 1) | Target: 0 | Pred: 0.55 | Loss: 0.30551 | Init: 1.0
[Monitor AI] Epoch:   +302 | Input: (1, 1) | Target: 0 | Pred: 0.51 | Loss: 0.25924 | Init: 1.0
[Monitor AI] Epoch:   +303 | Input: (1, 0) | Target: 1 | Pred: 0.46 | Loss: 0.28630 | Init: 1.0
[Monitor AI] Epoch:   +304 | Input: (1, 1) | Target: 0 | Pred: 0.51 | Loss: 0.26049 | Init: 1.0
[Monitor AI] Epoch:   +305 | Input: (0, 1) | Target: 1 | Pred: 0.48 | Loss: 0.27243 | Init: 1.0
[Monitor AI] Epoch:   +306 | Input: (0, 0) | Target: 0 | Pred: 0.51 | Loss: 0.26007 | Init: 1.0
[Monitor AI] Epoch:   +307 | Input: (0, 1) | Target: 1 | Pred: 0.48 | Loss: 0.27033 | Init: 1.0
[Monitor AI] Epoch:   +308 | Input: (1, 0) | Target: 1 | Pred: 0.50 | Loss: 0.24556 | Init: 1.0
[Monitor AI] Epoch:   +309 | Input: (0, 0) | Target: 0 | Pred: 0.55 | Loss: 0.29754 | Init: 1.0
[Monitor AI] Epoch:   +310 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24416 | Init: 1.0
[Monitor AI] Epoch:   +311 | Input: (1, 1) | Target: 0 | Pred: 0.55 | Loss: 0.30121 | Init: 1.0
[Monitor AI] Epoch:   +312 | Input: (1, 0) | Target: 1 | Pred: 0.50 | Loss: 0.24708 | Init: 1.0
[Monitor AI] Epoch:   +313 | Input: (0, 0) | Target: 0 | Pred: 0.54 | Loss: 0.29504 | Init: 1.0
[Monitor AI] Epoch:   +314 | Input: (0, 1) | Target: 1 | Pred: 0.51 | Loss: 0.23931 | Init: 1.0
[Monitor AI] Epoch:   +315 | Input: (0, 1) | Target: 1 | Pred: 0.54 | Loss: 0.20860 | Init: 1.0
[Monitor AI] Epoch:   +316 | Input: (0, 0) | Target: 0 | Pred: 0.57 | Loss: 0.32279 | Init: 1.0
[Monitor AI] Epoch:   +317 | Input: (1, 0) | Target: 1 | Pred: 0.53 | Loss: 0.22005 | Init: 1.0
[Monitor AI] Epoch:   +318 | Input: (1, 1) | Target: 0 | Pred: 0.57 | Loss: 0.32723 | Init: 1.0
[Monitor AI] Epoch:   +319 | Input: (1, 1) | Target: 0 | Pred: 0.53 | Loss: 0.27835 | Init: 1.0
[Monitor AI] Epoch:   +320 | Input: (1, 0) | Target: 1 | Pred: 0.48 | Loss: 0.26754 | Init: 1.0
[Monitor AI] Epoch:   +321 | Input: (1, 0) | Target: 1 | Pred: 0.52 | Loss: 0.22581 | Init: 1.0
[Monitor AI] Epoch:   +322 | Input: (1, 0) | Target: 1 | Pred: 0.56 | Loss: 0.19101 | Init: 1.0
[Monitor AI] Epoch:   +323 | Input: (1, 1) | Target: 0 | Pred: 0.60 | Loss: 0.35587 | Init: 1.0
[Monitor AI] Epoch:   +324 | Input: (1, 0) | Target: 1 | Pred: 0.55 | Loss: 0.20025 | Init: 1.0
[Monitor AI] Epoch:   +325 | Input: (1, 0) | Target: 1 | Pred: 0.59 | Loss: 0.17003 | Init: 1.0
[Monitor AI] Epoch:   +326 | Input: (0, 1) | Target: 1 | Pred: 0.61 | Loss: 0.15330 | Init: 1.0
[Monitor AI] Epoch:   +327 | Input: (0, 0) | Target: 0 | Pred: 0.63 | Loss: 0.39970 | Init: 1.0
[Monitor AI] Epoch:   +328 | Input: (0, 1) | Target: 1 | Pred: 0.60 | Loss: 0.16315 | Init: 1.0
[Monitor AI] Epoch:   +329 | Input: (0, 0) | Target: 0 | Pred: 0.62 | Loss: 0.38404 | Init: 1.0
[Monitor AI] Epoch:   +330 | Input: (1, 1) | Target: 0 | Pred: 0.59 | Loss: 0.34802 | Init: 1.0
[Monitor AI] Epoch:   +331 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.29692 | Init: 1.0
[Monitor AI] Epoch:   +332 | Input: (0, 1) | Target: 1 | Pred: 0.51 | Loss: 0.24487 | Init: 1.0
[Monitor AI] Epoch:   +333 | Input: (1, 0) | Target: 1 | Pred: 0.54 | Loss: 0.21407 | Init: 1.0
[Monitor AI] Epoch:   +334 | Input: (1, 1) | Target: 0 | Pred: 0.57 | Loss: 0.32864 | Init: 1.0
[Monitor AI] Epoch:   +335 | Input: (0, 0) | Target: 0 | Pred: 0.53 | Loss: 0.28216 | Init: 1.0
[Monitor AI] Epoch:   +336 | Input: (0, 0) | Target: 0 | Pred: 0.50 | Loss: 0.24658 | Init: 1.0
[Monitor AI] Epoch:   +337 | Input: (1, 1) | Target: 0 | Pred: 0.46 | Loss: 0.20797 | Init: 1.0
[Monitor AI] Epoch:   +338 | Input: (0, 1) | Target: 1 | Pred: 0.43 | Loss: 0.32373 | Init: 1.0
[Monitor AI] Epoch:   +339 | Input: (1, 0) | Target: 1 | Pred: 0.46 | Loss: 0.29186 | Init: 1.0
[Monitor AI] Epoch:   +340 | Input: (1, 1) | Target: 0 | Pred: 0.50 | Loss: 0.25281 | Init: 1.0
[Monitor AI] Epoch:   +341 | Input: (1, 0) | Target: 1 | Pred: 0.46 | Loss: 0.28790 | Init: 1.0
[Monitor AI] Epoch:   +342 | Input: (1, 1) | Target: 0 | Pred: 0.50 | Loss: 0.25459 | Init: 1.0
[Monitor AI] Epoch:   +343 | Input: (1, 0) | Target: 1 | Pred: 0.47 | Loss: 0.28440 | Init: 1.0
[Monitor AI] Epoch:   +344 | Input: (0, 1) | Target: 1 | Pred: 0.51 | Loss: 0.24142 | Init: 1.0
[Monitor AI] Epoch:   +345 | Input: (1, 0) | Target: 1 | Pred: 0.54 | Loss: 0.20710 | Init: 1.0
[Monitor AI] Epoch:   +346 | Input: (1, 1) | Target: 0 | Pred: 0.58 | Loss: 0.33309 | Init: 1.0
[Monitor AI] Epoch:   +347 | Input: (1, 0) | Target: 1 | Pred: 0.54 | Loss: 0.21454 | Init: 1.0
[Monitor AI] Epoch:   +348 | Input: (1, 0) | Target: 1 | Pred: 0.57 | Loss: 0.18156 | Init: 1.0
[Monitor AI] Epoch:   +349 | Input: (0, 1) | Target: 1 | Pred: 0.59 | Loss: 0.16502 | Init: 1.0
[Monitor AI] Epoch:   +350 | Input: (1, 1) | Target: 0 | Pred: 0.63 | Loss: 0.39389 | Init: 1.0
[Monitor AI] Epoch:   +351 | Input: (1, 0) | Target: 1 | Pred: 0.59 | Loss: 0.16935 | Init: 1.0
[Monitor AI] Epoch:   +352 | Input: (1, 0) | Target: 1 | Pred: 0.62 | Loss: 0.14479 | Init: 1.0
[Monitor AI] Epoch:   +353 | Input: (0, 0) | Target: 0 | Pred: 0.63 | Loss: 0.40321 | Init: 1.0
[Monitor AI] Epoch:   +354 | Input: (1, 1) | Target: 0 | Pred: 0.60 | Loss: 0.36042 | Init: 1.0
[Monitor AI] Epoch:   +355 | Input: (0, 1) | Target: 1 | Pred: 0.55 | Loss: 0.20071 | Init: 1.0
[Monitor AI] Epoch:   +356 | Input: (1, 1) | Target: 0 | Pred: 0.59 | Loss: 0.34391 | Init: 1.0
[Monitor AI] Epoch:   +357 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.29265 | Init: 1.0
[Monitor AI] Epoch:   +358 | Input: (1, 0) | Target: 1 | Pred: 0.51 | Loss: 0.24440 | Init: 1.0
[Monitor AI] Epoch:   +359 | Input: (1, 1) | Target: 0 | Pred: 0.54 | Loss: 0.28811 | Init: 1.0
[Monitor AI] Epoch:   +360 | Input: (1, 0) | Target: 1 | Pred: 0.50 | Loss: 0.24677 | Init: 1.0
[Monitor AI] Epoch:   +361 | Input: (1, 1) | Target: 0 | Pred: 0.53 | Loss: 0.28406 | Init: 1.0
[Monitor AI] Epoch:   +362 | Input: (1, 0) | Target: 1 | Pred: 0.50 | Loss: 0.24871 | Init: 1.0
[Monitor AI] Epoch:   +363 | Input: (0, 1) | Target: 1 | Pred: 0.53 | Loss: 0.22173 | Init: 1.0
[Monitor AI] Epoch:   +364 | Input: (1, 1) | Target: 0 | Pred: 0.56 | Loss: 0.31782 | Init: 1.0
[Monitor AI] Epoch:   +365 | Input: (0, 0) | Target: 0 | Pred: 0.53 | Loss: 0.28348 | Init: 1.0
[Monitor AI] Epoch:   +366 | Input: (0, 0) | Target: 0 | Pred: 0.50 | Loss: 0.24761 | Init: 1.0
[Monitor AI] Epoch:   +367 | Input: (1, 1) | Target: 0 | Pred: 0.45 | Loss: 0.19843 | Init: 1.0
[Monitor AI] Epoch:   +368 | Input: (1, 1) | Target: 0 | Pred: 0.41 | Loss: 0.16782 | Init: 1.0
[Monitor AI] Epoch:   +369 | Input: (1, 0) | Target: 1 | Pred: 0.39 | Loss: 0.37178 | Init: 1.0
[Monitor AI] Epoch:   +370 | Input: (0, 0) | Target: 0 | Pred: 0.45 | Loss: 0.20008 | Init: 1.0
[Monitor AI] Epoch:   +371 | Input: (0, 0) | Target: 0 | Pred: 0.42 | Loss: 0.17516 | Init: 1.0
[Monitor AI] Epoch:   +372 | Input: (0, 1) | Target: 1 | Pred: 0.38 | Loss: 0.38549 | Init: 1.0
[Monitor AI] Epoch:   +373 | Input: (1, 1) | Target: 0 | Pred: 0.41 | Loss: 0.16532 | Init: 1.0
[Monitor AI] Epoch:   +374 | Input: (1, 1) | Target: 0 | Pred: 0.38 | Loss: 0.14087 | Init: 1.0
[Monitor AI] Epoch:   +375 | Input: (1, 0) | Target: 1 | Pred: 0.36 | Loss: 0.40986 | Init: 1.0
[Monitor AI] Epoch:   +376 | Input: (1, 1) | Target: 0 | Pred: 0.39 | Loss: 0.15452 | Init: 1.0
[Monitor AI] Epoch:   +377 | Input: (1, 0) | Target: 1 | Pred: 0.38 | Loss: 0.38806 | Init: 1.0
